timestamp,platform_type,platform_model,platform_id,mission_type,zone,event_details,weapons_used,detections,casualties_reported,battery_or_fuel,mission_outcome,summary
2024-12-05 00:35:38,Drone,Grey Eagle,Grey Eagle-16,Electronic Warfare,Zone X3,Engagement: fired Unguided Rocket at radar installation. Confirmed hits: 0. Estimated casualties: 5.,Unguided Rocket,0,5,47% battery,Aborted - Mechanical,Grey Eagle-16 conducted a Electronic Warfare in Zone X3. Weapons used: Unguided Rocket. Outcome: Aborted - Mechanical
2025-05-05 11:30:38,Drone,MQ-1,MQ-1-18,Electronic Warfare,Sector B1,Engagement: fired Cannon at fuel depot. Confirmed hits: 2. Estimated casualties: 3.,Cannon,0,3,95% battery,Return to Base - Low Fuel,MQ-1-18 conducted a Electronic Warfare in Sector B1. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-06-11 02:25:38,Drone,Grey Eagle,Grey Eagle-97,Close Air Support,Sector A2,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 0. Estimated casualties: 0.,Precision-Guided Munition,0,0,80% battery,Return to Base - Low Fuel,Grey Eagle-97 conducted a Close Air Support in Sector A2. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2025-03-01 04:20:38,Drone,Hermes 450,Hermes 450-69,Reconnaissance,Sector B1,RADAR capture: collected 69 images. Detected 1 suspicious object(s).,None,69,0,21% battery,Return to Base - Low Fuel,Hermes 450-69 performed Reconnaissance in Sector B1. Detected 69 suspicious objects. Outcome: Return to Base - Low Fuel
2025-04-15 02:28:38,Jet,F-16,F-16-564,Reconnaissance,Corridor 7,RADAR capture: collected 39 images. Detected 4 suspicious object(s).,Precision-Guided Munition,39,0,44% fuel,No Target Found,F-16-564 performed Reconnaissance in Corridor 7. Detected 39 suspicious objects. Outcome: No Target Found
2025-07-07 13:54:38,Jet,Typhoon,Typhoon-936,Surveillance,Sector B2,RADAR capture: collected 226 images. Detected 2 suspicious object(s).,None,226,0,74% fuel,Forced Landing,Typhoon-936 performed Surveillance in Sector B2. Detected 226 suspicious objects. Outcome: Forced Landing
2024-12-15 16:41:38,Drone,Bayraktar,Bayraktar-5,Strike/Attack,Perimeter North,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 2. Estimated casualties: 2.,Unguided Rocket,0,2,58% battery,Aborted - Mechanical,Bayraktar-5 conducted a Strike/Attack in Perimeter North. Weapons used: Unguided Rocket. Outcome: Aborted - Mechanical
2025-06-17 00:25:38,Drone,Grey Eagle,Grey Eagle-45,Surveillance,Sector B1,Camera capture: collected 75 images. Detected 1 suspicious object(s).,None,75,0,48% battery,Target Engaged,Grey Eagle-45 performed Surveillance in Sector B1. Detected 75 suspicious objects. Outcome: Target Engaged
2025-05-07 23:01:38,Jet,JAS 39,JAS 39-488,Reconnaissance,Sector B2,RADAR capture: collected 151 images. Detected 1 suspicious object(s).,Precision-Guided Munition,151,0,19% fuel,Mission Completed,JAS 39-488 performed Reconnaissance in Sector B2. Detected 151 suspicious objects. Outcome: Mission Completed
2024-12-28 13:58:38,Jet,JAS 39,JAS 39-884,Surveillance,Sector B2,Thermal Sensor capture: collected 314 images. No suspicious objects detected.,Unguided Rocket,0,0,91% fuel,No Target Found,JAS 39-884 performed Surveillance in Sector B2. No suspicious objects detected. Outcome: No Target Found
2025-04-26 19:26:38,Drone,MQ-1,MQ-1-95,Surveillance,Perimeter North,Camera capture: collected 121 images. No suspicious objects detected.,None,0,0,47% battery,Mission Completed,MQ-1-95 performed Surveillance in Perimeter North. No suspicious objects detected. Outcome: Mission Completed
2025-01-13 21:48:38,Jet,JAS 39,JAS 39-712,Patrol,Zone X5,Thermal Sensor capture: collected 83 images. Detected 1 suspicious object(s).,Thermal Sensor,83,0,40% fuel,Mission Completed,JAS 39-712 performed Patrol in Zone X5. Detected 83 suspicious objects. Outcome: Mission Completed
2025-05-25 13:14:38,Drone,Grey Eagle,Grey Eagle-87,Electronic Warfare,Corridor 7,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 2. Estimated casualties: 2.,Unguided Rocket,0,2,29% battery,Mission Completed,Grey Eagle-87 conducted a Electronic Warfare in Corridor 7. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-02-15 10:01:38,Drone,Hermes 450,Hermes 450-61,Reconnaissance,Sector B2,Camera capture: collected 422 images. Detected 4 suspicious object(s).,None,422,0,63% battery,Target Engaged,Hermes 450-61 performed Reconnaissance in Sector B2. Detected 422 suspicious objects. Outcome: Target Engaged
2025-03-03 07:57:38,Drone,Bayraktar,Bayraktar-32,Strike/Attack,Sector B2,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 0. Estimated casualties: 3.,Unguided Rocket,0,3,34% battery,Mission Completed,Bayraktar-32 conducted a Strike/Attack in Sector B2. Weapons used: Unguided Rocket. Outcome: Mission Completed
2024-12-20 06:38:38,Jet,JAS 39,JAS 39-717,Surveillance,Sector A2,Thermal Sensor capture: collected 353 images. Detected 1 suspicious object(s).,Camera,353,0,47% fuel,Mission Completed,JAS 39-717 performed Surveillance in Sector A2. Detected 353 suspicious objects. Outcome: Mission Completed
2025-05-17 19:36:38,Drone,MQ-1,MQ-1-25,Patrol,Sector A2,Thermal Sensor capture: collected 319 images. Detected 1 suspicious object(s).,Unguided Rocket,319,0,51% battery,Return to Base - Low Fuel,MQ-1-25 performed Patrol in Sector A2. Detected 319 suspicious objects. Outcome: Return to Base - Low Fuel
2025-02-18 20:15:38,Jet,F-18,F-18-646,Patrol,Zone X5,Thermal Sensor capture: collected 272 images. Detected 4 suspicious object(s).,None,272,0,97% fuel,Target Engaged,F-18-646 performed Patrol in Zone X5. Detected 272 suspicious objects. Outcome: Target Engaged
2024-10-08 06:47:38,Jet,MiG-29,MiG-29-479,Strike/Attack,Perimeter North,Engagement: fired Missile at enemy outpost. Confirmed hits: 0. Estimated casualties: 1.,Missile,0,1,75% fuel,Return to Base - Low Fuel,MiG-29-479 conducted a Strike/Attack in Perimeter North. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-01-10 00:28:38,Jet,Typhoon,Typhoon-256,Reconnaissance,Zone X5,Thermal Sensor capture: collected 436 images. Detected 1 suspicious object(s).,Unguided Rocket,436,0,88% fuel,Return to Base - Low Fuel,Typhoon-256 performed Reconnaissance in Zone X5. Detected 436 suspicious objects. Outcome: Return to Base - Low Fuel
2025-05-07 17:38:38,Jet,Typhoon,Typhoon-881,Electronic Warfare,Checkpoint Delta,Engagement: fired Missile at fuel depot. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,74% fuel,Target Engaged,Typhoon-881 conducted a Electronic Warfare in Checkpoint Delta. Weapons used: Missile. Outcome: Target Engaged
2024-09-18 01:00:38,Drone,Hermes 450,Hermes 450-5,Surveillance,Sector A1,Camera capture: collected 441 images. Detected 1 suspicious object(s).,None,441,0,11% battery,Mission Completed,Hermes 450-5 performed Surveillance in Sector A1. Detected 441 suspicious objects. Outcome: Mission Completed
2025-05-20 09:23:38,Jet,Typhoon,Typhoon-161,Close Air Support,Hilltop 4,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 2. Estimated casualties: 0.,Precision-Guided Munition,0,0,7% fuel,Target Engaged,Typhoon-161 conducted a Close Air Support in Hilltop 4. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-09-07 09:19:38,Jet,JAS 39,JAS 39-393,Surveillance,Corridor 7,Camera capture: collected 422 images. No suspicious objects detected.,None,0,0,72% fuel,Mission Completed,JAS 39-393 performed Surveillance in Corridor 7. No suspicious objects detected. Outcome: Mission Completed
2025-01-28 23:57:38,Drone,Hermes 450,Hermes 450-68,Strike/Attack,Zone X5,Engagement: fired Cannon at fuel depot. Confirmed hits: 2. Estimated casualties: 3.,Cannon,0,3,41% battery,Forced Landing,Hermes 450-68 conducted a Strike/Attack in Zone X5. Weapons used: Cannon. Outcome: Forced Landing
2024-11-01 00:16:38,Drone,MQ-9,MQ-9-88,Surveillance,Sector A1,Camera capture: collected 203 images. Detected 4 suspicious object(s).,None,203,0,99% battery,Mission Completed,MQ-9-88 performed Surveillance in Sector A1. Detected 203 suspicious objects. Outcome: Mission Completed
2024-11-02 04:50:38,Jet,F-18,F-18-760,Strike/Attack,Hilltop 4,Engagement: fired Missile at armored vehicle. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,77% fuel,Target Engaged,F-18-760 conducted a Strike/Attack in Hilltop 4. Weapons used: Missile. Outcome: Target Engaged
2025-06-30 08:54:38,Drone,RQ-11,RQ-11-88,Strike/Attack,Corridor 7,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 0. Estimated casualties: 0.,Unguided Rocket,0,0,85% battery,Mission Completed,RQ-11-88 conducted a Strike/Attack in Corridor 7. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-01-16 06:45:38,Jet,F-16,F-16-406,Reconnaissance,Hilltop 4,RADAR capture: collected 444 images. Detected 3 suspicious object(s).,Unguided Rocket,444,0,47% fuel,Aborted - Mechanical,F-16-406 performed Reconnaissance in Hilltop 4. Detected 444 suspicious objects. Outcome: Aborted - Mechanical
2025-03-10 12:58:38,Drone,Grey Eagle,Grey Eagle-93,Surveillance,Corridor 7,Camera capture: collected 233 images. Detected 1 suspicious object(s).,None,233,0,88% battery,Return to Base - Low Fuel,Grey Eagle-93 performed Surveillance in Corridor 7. Detected 233 suspicious objects. Outcome: Return to Base - Low Fuel
2025-05-03 03:06:38,Jet,Typhoon,Typhoon-130,Patrol,Zone X3,Thermal Sensor capture: collected 192 images. Detected 3 suspicious object(s).,Camera,192,0,92% fuel,Target Engaged,Typhoon-130 performed Patrol in Zone X3. Detected 192 suspicious objects. Outcome: Target Engaged
2025-01-19 09:56:38,Jet,F-16,F-16-890,Close Air Support,Zone X3,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,96% fuel,Return to Base - Low Fuel,F-16-890 conducted a Close Air Support in Zone X3. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2024-11-07 13:52:38,Drone,Grey Eagle,Grey Eagle-50,Strike/Attack,Zone X5,Engagement: fired Cannon at fuel depot. Confirmed hits: 1. Estimated casualties: 1.,Cannon,0,1,23% battery,Mission Completed,Grey Eagle-50 conducted a Strike/Attack in Zone X5. Weapons used: Cannon. Outcome: Mission Completed
2025-06-04 00:58:38,Drone,Bayraktar,Bayraktar-58,Close Air Support,Corridor 7,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 1. Estimated casualties: 3.,Precision-Guided Munition,0,3,21% battery,Target Engaged,Bayraktar-58 conducted a Close Air Support in Corridor 7. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-03-31 14:38:38,Jet,F-18,F-18-112,Strike/Attack,Perimeter North,Engagement: fired Missile at radar installation. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,53% fuel,Mission Completed,F-18-112 conducted a Strike/Attack in Perimeter North. Weapons used: Missile. Outcome: Mission Completed
2024-10-16 17:19:38,Jet,Typhoon,Typhoon-374,Electronic Warfare,Sector B1,Engagement: fired Cannon at fuel depot. Confirmed hits: 1. Estimated casualties: 2.,Cannon,0,2,14% fuel,Aborted - Mechanical,Typhoon-374 conducted a Electronic Warfare in Sector B1. Weapons used: Cannon. Outcome: Aborted - Mechanical
2025-07-26 18:21:38,Drone,Grey Eagle,Grey Eagle-81,Electronic Warfare,Hilltop 4,Engagement: fired Missile at armored vehicle. Confirmed hits: 1. Estimated casualties: 0.,Missile,0,0,60% battery,Mission Completed,Grey Eagle-81 conducted a Electronic Warfare in Hilltop 4. Weapons used: Missile. Outcome: Mission Completed
2025-08-14 07:00:38,Jet,Typhoon,Typhoon-550,Strike/Attack,Perimeter North,Engagement: fired Unguided Rocket at fuel depot. Confirmed hits: 1. Estimated casualties: 2.,Unguided Rocket,0,2,45% fuel,Mission Completed,Typhoon-550 conducted a Strike/Attack in Perimeter North. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-07-05 19:12:38,Jet,Typhoon,Typhoon-398,Patrol,Checkpoint Delta,Thermal Sensor capture: collected 202 images. Detected 1 suspicious object(s).,Thermal Sensor,202,0,19% fuel,Return to Base - Low Fuel,Typhoon-398 performed Patrol in Checkpoint Delta. Detected 202 suspicious objects. Outcome: Return to Base - Low Fuel
2024-09-28 11:21:38,Drone,Hermes 450,Hermes 450-70,Reconnaissance,Corridor 7,Thermal Sensor capture: collected 492 images. Detected 1 suspicious object(s).,None,492,0,98% battery,Mission Completed,Hermes 450-70 performed Reconnaissance in Corridor 7. Detected 492 suspicious objects. Outcome: Mission Completed
2025-01-15 20:34:38,Jet,F-18,F-18-242,Patrol,Zone X3,Thermal Sensor capture: collected 88 images. Detected 3 suspicious object(s).,None,88,0,62% fuel,Forced Landing,F-18-242 performed Patrol in Zone X3. Detected 88 suspicious objects. Outcome: Forced Landing
2025-09-04 01:26:38,Jet,JAS 39,JAS 39-510,Close Air Support,Corridor 7,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 0. Estimated casualties: 0.,Unguided Rocket,0,0,36% fuel,No Target Found,JAS 39-510 conducted a Close Air Support in Corridor 7. Weapons used: Unguided Rocket. Outcome: No Target Found
2025-06-30 08:35:38,Jet,MiG-29,MiG-29-762,Close Air Support,Sector A1,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 2. Estimated casualties: 0.,Unguided Rocket,0,0,6% fuel,Mission Completed,MiG-29-762 conducted a Close Air Support in Sector A1. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-07-09 10:28:38,Drone,Hermes 450,Hermes 450-96,Close Air Support,Corridor 7,Engagement: fired Cannon at enemy outpost. Confirmed hits: 1. Estimated casualties: 2.,Cannon,0,2,69% battery,Return to Base - Low Fuel,Hermes 450-96 conducted a Close Air Support in Corridor 7. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-02-13 01:50:38,Drone,MQ-9,MQ-9-4,Electronic Warfare,Sector A2,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 1. Estimated casualties: 1.,Precision-Guided Munition,0,1,49% battery,Aborted - Mechanical,MQ-9-4 conducted a Electronic Warfare in Sector A2. Weapons used: Precision-Guided Munition. Outcome: Aborted - Mechanical
2024-11-03 02:38:38,Drone,Hermes 450,Hermes 450-62,Strike/Attack,Checkpoint Delta,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 0. Estimated casualties: 1.,Unguided Rocket,0,1,15% battery,Return to Base - Low Fuel,Hermes 450-62 conducted a Strike/Attack in Checkpoint Delta. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2025-08-26 17:51:38,Drone,RQ-11,RQ-11-44,Patrol,Sector A2,RADAR capture: collected 389 images. Detected 1 suspicious object(s).,None,389,0,30% battery,Mission Completed,RQ-11-44 performed Patrol in Sector A2. Detected 389 suspicious objects. Outcome: Mission Completed
2024-12-19 08:34:38,Jet,F-18,F-18-337,Electronic Warfare,Sector B1,Engagement: fired Cannon at hostile personnel. Confirmed hits: 0. Estimated casualties: 5.,Cannon,0,5,83% fuel,Return to Base - Low Fuel,F-18-337 conducted a Electronic Warfare in Sector B1. Weapons used: Cannon. Outcome: Return to Base - Low Fuel
2025-09-09 18:05:38,Jet,JAS 39,JAS 39-539,Electronic Warfare,Sector A1,Engagement: fired Precision-Guided Munition at fuel depot. Confirmed hits: 0. Estimated casualties: 3.,Precision-Guided Munition,0,3,28% fuel,Aborted - Mechanical,JAS 39-539 conducted a Electronic Warfare in Sector A1. Weapons used: Precision-Guided Munition. Outcome: Aborted - Mechanical
2025-06-12 08:12:38,Drone,Bayraktar,Bayraktar-15,Strike/Attack,Checkpoint Delta,Engagement: fired Cannon at radar installation. Confirmed hits: 2. Estimated casualties: 3.,Cannon,0,3,24% battery,Aborted - Mechanical,Bayraktar-15 conducted a Strike/Attack in Checkpoint Delta. Weapons used: Cannon. Outcome: Aborted - Mechanical
2025-07-26 05:57:38,Jet,JAS 39,JAS 39-276,Patrol,Zone X3,Thermal Sensor capture: collected 354 images. No suspicious objects detected.,None,0,0,35% fuel,Mission Completed,JAS 39-276 performed Patrol in Zone X3. No suspicious objects detected. Outcome: Mission Completed
2025-04-01 01:30:38,Drone,MQ-9,MQ-9-89,Reconnaissance,Corridor 7,Thermal Sensor capture: collected 80 images. Detected 3 suspicious object(s).,None,80,0,91% battery,Target Engaged,MQ-9-89 performed Reconnaissance in Corridor 7. Detected 80 suspicious objects. Outcome: Target Engaged
2024-11-24 17:12:38,Drone,Hermes 450,Hermes 450-22,Electronic Warfare,Zone X3,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,72% battery,Mission Completed,Hermes 450-22 conducted a Electronic Warfare in Zone X3. Weapons used: Precision-Guided Munition. Outcome: Mission Completed
2025-04-12 09:23:38,Jet,JAS 39,JAS 39-617,Patrol,Checkpoint Delta,Thermal Sensor capture: collected 222 images. Detected 4 suspicious object(s).,Camera,222,0,15% fuel,Target Engaged,JAS 39-617 performed Patrol in Checkpoint Delta. Detected 222 suspicious objects. Outcome: Target Engaged
2025-06-16 21:02:38,Drone,MQ-9,MQ-9-5,Strike/Attack,Sector B2,Engagement: fired Cannon at hostile personnel. Confirmed hits: 0. Estimated casualties: 3.,Cannon,0,3,24% battery,Mission Completed,MQ-9-5 conducted a Strike/Attack in Sector B2. Weapons used: Cannon. Outcome: Mission Completed
2025-06-20 18:19:38,Jet,JAS 39,JAS 39-942,Surveillance,Checkpoint Delta,Thermal Sensor capture: collected 62 images. Detected 1 suspicious object(s).,Precision-Guided Munition,62,0,9% fuel,Target Engaged,JAS 39-942 performed Surveillance in Checkpoint Delta. Detected 62 suspicious objects. Outcome: Target Engaged
2024-12-31 11:29:38,Jet,F-16,F-16-549,Surveillance,Sector B2,RADAR capture: collected 362 images. Detected 2 suspicious object(s).,Unguided Rocket,362,0,85% fuel,Target Engaged,F-16-549 performed Surveillance in Sector B2. Detected 362 suspicious objects. Outcome: Target Engaged
2025-03-13 05:09:38,Drone,MQ-1,MQ-1-27,Surveillance,Hilltop 4,Thermal Sensor capture: collected 315 images. No suspicious objects detected.,Thermal Sensor,0,0,47% battery,Target Engaged,MQ-1-27 performed Surveillance in Hilltop 4. No suspicious objects detected. Outcome: Target Engaged
2025-02-03 08:00:38,Drone,MQ-1,MQ-1-97,Electronic Warfare,Sector A1,Engagement: fired Missile at enemy outpost. Confirmed hits: 1. Estimated casualties: 5.,Missile,0,5,51% battery,Return to Base - Low Fuel,MQ-1-97 conducted a Electronic Warfare in Sector A1. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2025-08-02 01:16:38,Jet,F-18,F-18-245,Close Air Support,Zone X3,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 0. Estimated casualties: 2.,Precision-Guided Munition,0,2,70% fuel,No Target Found,F-18-245 conducted a Close Air Support in Zone X3. Weapons used: Precision-Guided Munition. Outcome: No Target Found
2024-09-16 10:57:38,Jet,F-18,F-18-599,Strike/Attack,Hilltop 4,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 0. Estimated casualties: 3.,Unguided Rocket,0,3,55% fuel,Mission Completed,F-18-599 conducted a Strike/Attack in Hilltop 4. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-02-06 22:27:38,Jet,MiG-29,MiG-29-606,Strike/Attack,Zone X5,Engagement: fired Missile at radar installation. Confirmed hits: 2. Estimated casualties: 1.,Missile,0,1,92% fuel,Return to Base - Low Fuel,MiG-29-606 conducted a Strike/Attack in Zone X5. Weapons used: Missile. Outcome: Return to Base - Low Fuel
2024-11-16 17:20:38,Drone,RQ-11,RQ-11-81,Electronic Warfare,Sector A1,Engagement: fired Precision-Guided Munition at hostile personnel. Confirmed hits: 2. Estimated casualties: 0.,Precision-Guided Munition,0,0,98% battery,Return to Base - Low Fuel,RQ-11-81 conducted a Electronic Warfare in Sector A1. Weapons used: Precision-Guided Munition. Outcome: Return to Base - Low Fuel
2025-08-15 23:08:38,Jet,MiG-29,MiG-29-995,Strike/Attack,Sector A2,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 1. Estimated casualties: 0.,Unguided Rocket,0,0,55% fuel,Target Engaged,MiG-29-995 conducted a Strike/Attack in Sector A2. Weapons used: Unguided Rocket. Outcome: Target Engaged
2024-09-14 18:22:38,Drone,Bayraktar,Bayraktar-84,Surveillance,Sector A2,RADAR capture: collected 49 images. No suspicious objects detected.,None,0,0,97% battery,Target Engaged,Bayraktar-84 performed Surveillance in Sector A2. No suspicious objects detected. Outcome: Target Engaged
2025-09-04 16:22:38,Drone,Grey Eagle,Grey Eagle-44,Surveillance,Perimeter North,Thermal Sensor capture: collected 46 images. Detected 1 suspicious object(s).,None,46,0,23% battery,Mission Completed,Grey Eagle-44 performed Surveillance in Perimeter North. Detected 46 suspicious objects. Outcome: Mission Completed
2025-08-09 09:01:38,Jet,Typhoon,Typhoon-240,Electronic Warfare,Sector B1,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 1. Estimated casualties: 2.,Precision-Guided Munition,0,2,49% fuel,No Target Found,Typhoon-240 conducted a Electronic Warfare in Sector B1. Weapons used: Precision-Guided Munition. Outcome: No Target Found
2025-01-03 14:49:38,Drone,Bayraktar,Bayraktar-79,Patrol,Checkpoint Delta,Camera capture: collected 61 images. No suspicious objects detected.,None,0,0,59% battery,Aborted - Mechanical,Bayraktar-79 performed Patrol in Checkpoint Delta. No suspicious objects detected. Outcome: Aborted - Mechanical
2025-02-03 07:57:38,Jet,Typhoon,Typhoon-910,Reconnaissance,Sector B2,RADAR capture: collected 137 images. Detected 1 suspicious object(s).,None,137,0,89% fuel,Return to Base - Low Fuel,Typhoon-910 performed Reconnaissance in Sector B2. Detected 137 suspicious objects. Outcome: Return to Base - Low Fuel
2025-04-02 21:33:38,Drone,Hermes 450,Hermes 450-78,Close Air Support,Sector B2,Engagement: fired Missile at armored vehicle. Confirmed hits: 2. Estimated casualties: 2.,Missile,0,2,24% battery,Mission Completed,Hermes 450-78 conducted a Close Air Support in Sector B2. Weapons used: Missile. Outcome: Mission Completed
2024-11-21 00:47:38,Drone,Hermes 450,Hermes 450-2,Strike/Attack,Zone X5,Engagement: fired Cannon at radar installation. Confirmed hits: 1. Estimated casualties: 3.,Cannon,0,3,97% battery,Mission Completed,Hermes 450-2 conducted a Strike/Attack in Zone X5. Weapons used: Cannon. Outcome: Mission Completed
2024-09-21 20:05:38,Jet,F-16,F-16-117,Close Air Support,Sector A2,Engagement: fired Precision-Guided Munition at armored vehicle. Confirmed hits: 2. Estimated casualties: 3.,Precision-Guided Munition,0,3,41% fuel,Target Engaged,F-16-117 conducted a Close Air Support in Sector A2. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2025-08-08 05:26:38,Jet,F-18,F-18-818,Electronic Warfare,Sector A2,Engagement: fired Missile at radar installation. Confirmed hits: 1. Estimated casualties: 0.,Missile,0,0,44% fuel,Mission Completed,F-18-818 conducted a Electronic Warfare in Sector A2. Weapons used: Missile. Outcome: Mission Completed
2025-07-12 08:40:38,Drone,MQ-1,MQ-1-69,Strike/Attack,Perimeter North,Engagement: fired Unguided Rocket at armored vehicle. Confirmed hits: 2. Estimated casualties: 5.,Unguided Rocket,0,5,40% battery,Mission Completed,MQ-1-69 conducted a Strike/Attack in Perimeter North. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-07-22 13:11:38,Drone,Bayraktar,Bayraktar-15,Electronic Warfare,Hilltop 4,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 0. Estimated casualties: 5.,Precision-Guided Munition,0,5,27% battery,No Target Found,Bayraktar-15 conducted a Electronic Warfare in Hilltop 4. Weapons used: Precision-Guided Munition. Outcome: No Target Found
2025-01-24 17:15:38,Drone,Bayraktar,Bayraktar-45,Close Air Support,Corridor 7,Engagement: fired Unguided Rocket at enemy outpost. Confirmed hits: 0. Estimated casualties: 0.,Unguided Rocket,0,0,52% battery,Return to Base - Low Fuel,Bayraktar-45 conducted a Close Air Support in Corridor 7. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
2025-08-01 14:23:38,Jet,JAS 39,JAS 39-165,Strike/Attack,Hilltop 4,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 0. Estimated casualties: 2.,Unguided Rocket,0,2,77% fuel,Mission Completed,JAS 39-165 conducted a Strike/Attack in Hilltop 4. Weapons used: Unguided Rocket. Outcome: Mission Completed
2025-08-26 10:59:38,Drone,MQ-9,MQ-9-99,Surveillance,Hilltop 4,Camera capture: collected 126 images. No suspicious objects detected.,None,0,0,41% battery,Mission Completed,MQ-9-99 performed Surveillance in Hilltop 4. No suspicious objects detected. Outcome: Mission Completed
2025-06-25 10:39:38,Jet,F-18,F-18-253,Reconnaissance,Sector A1,Camera capture: collected 345 images. Detected 3 suspicious object(s).,Thermal Sensor,345,0,36% fuel,Aborted - Weather,F-18-253 performed Reconnaissance in Sector A1. Detected 345 suspicious objects. Outcome: Aborted - Weather
2025-03-23 15:24:38,Jet,Typhoon,Typhoon-945,Surveillance,Hilltop 4,Camera capture: collected 354 images. No suspicious objects detected.,Camera,0,0,71% fuel,Shot Down,Typhoon-945 performed Surveillance in Hilltop 4. No suspicious objects detected. Outcome: Shot Down
2025-02-20 21:57:38,Jet,F-16,F-16-998,Electronic Warfare,Zone X3,Engagement: fired Cannon at radar installation. Confirmed hits: 0. Estimated casualties: 1.,Cannon,0,1,30% fuel,Mission Completed,F-16-998 conducted a Electronic Warfare in Zone X3. Weapons used: Cannon. Outcome: Mission Completed
2025-07-14 03:41:38,Jet,JAS 39,JAS 39-348,Electronic Warfare,Zone X5,Engagement: fired Missile at enemy outpost. Confirmed hits: 1. Estimated casualties: 0.,Missile,0,0,57% fuel,Mission Completed,JAS 39-348 conducted a Electronic Warfare in Zone X5. Weapons used: Missile. Outcome: Mission Completed
2025-02-18 15:05:38,Jet,F-16,F-16-443,Surveillance,Perimeter North,Thermal Sensor capture: collected 281 images. Detected 1 suspicious object(s).,Missile,281,0,12% fuel,Return to Base - Low Fuel,F-16-443 performed Surveillance in Perimeter North. Detected 281 suspicious objects. Outcome: Return to Base - Low Fuel
2025-01-11 04:18:38,Drone,Grey Eagle,Grey Eagle-36,Surveillance,Sector A1,Thermal Sensor capture: collected 368 images. Detected 2 suspicious object(s).,None,368,0,84% battery,Mission Completed,Grey Eagle-36 performed Surveillance in Sector A1. Detected 368 suspicious objects. Outcome: Mission Completed
2025-07-01 13:19:38,Drone,Grey Eagle,Grey Eagle-51,Surveillance,Hilltop 4,Camera capture: collected 349 images. No suspicious objects detected.,None,0,0,50% battery,Return to Base - Low Fuel,Grey Eagle-51 performed Surveillance in Hilltop 4. No suspicious objects detected. Outcome: Return to Base - Low Fuel
2025-01-11 14:04:38,Jet,Typhoon,Typhoon-425,Electronic Warfare,Zone X3,Engagement: fired Precision-Guided Munition at enemy outpost. Confirmed hits: 1. Estimated casualties: 0.,Precision-Guided Munition,0,0,26% fuel,Target Engaged,Typhoon-425 conducted a Electronic Warfare in Zone X3. Weapons used: Precision-Guided Munition. Outcome: Target Engaged
2024-12-30 02:11:38,Jet,F-18,F-18-223,Close Air Support,Zone X5,Engagement: fired Unguided Rocket at hostile personnel. Confirmed hits: 0. Estimated casualties: 0.,Unguided Rocket,0,0,25% fuel,Return to Base - Low Fuel,F-18-223 conducted a Close Air Support in Zone X5. Weapons used: Unguided Rocket. Outcome: Return to Base - Low Fuel
